website,year,rental_type,rent_without_expenses,square_meters,zip_code,street,area,rooms
boligzonen.dk,2023,apartment,5950,41,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,7100,51,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,10500,88,8240,Bytoften,Risskov,1
boligzonen.dk,2023,apartment,10995,85,8240,Møllehatten,Risskov,4
boligzonen.dk,2023,apartment,7100,51,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,5950,41,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,4950,33,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,9800,88,8260,Christian X's Vej,Viby J,3
boligzonen.dk,2023,apartment,6695,52,8210,Vintervej,Aarhus V,2
boligzonen.dk,2023,apartment,9495,70,8200,Niels,Aarhus N,2
boligzonen.dk,2023,apartment,9250,71,8230,Bifrostgade,Åbyhøj,1
boligzonen.dk,2023,apartment,8095,68,8240,Møllehatten,Risskov,2
boligzonen.dk,2023,apartment,6700,50,8000,Vester Allé,Aarhus C,1
boligzonen.dk,2023,apartment,5800,40,8240,Arresøvej,Risskov,1
boligzonen.dk,2023,apartment,5200,34,8240,Kongevellen,Risskov,1
boligzonen.dk,2023,apartment,8495,56,8000,Tage-Hansens Gade,Aarhus C,2
boligzonen.dk,2023,apartment,5950,34,8230,Søren Frichs Vej,Åbyhøj,1
boligzonen.dk,2023,apartment,7000,36,8200,Trøjborgvej,Aarhus N,1
boligzonen.dk,2023,apartment,9900,73,8230,Søren Frichs Vej,Åbyhøj,2
boligzonen.dk,2023,apartment,9400,76,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,6750,47,8240,Nordlandsvej,Risskov,2
boligzonen.dk,2023,apartment,8695,62,8200,Olof Palmes Allé,Aarhus N,2
boligzonen.dk,2023,apartment,8750,57,8260,Engelundsvej,Viby J,3
boligzonen.dk,2023,apartment,10895,83,8000,Daugbjergvej,Aarhus C,3
boligzonen.dk,2023,apartment,9850,69,8200,Olof Palmes Allé,Aarhus N,3
boligzonen.dk,2023,apartment,15180,114,8000,Sonnesgade,Aarhus C,4
boligzonen.dk,2023,apartment,5895,45,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,8900,97,8210,Hammershusvej,Aarhus V,3
boligzonen.dk,2023,apartment,13675,107,8240,Erling Jacobsens Gade,Risskov,3
boligzonen.dk,2023,apartment,6700,38,8200,Trøjborgvej,Aarhus N,1
boligzonen.dk,2023,apartment,14700,98,8000,daugbjergvej,Aarhus C,1
boligzonen.dk,2023,apartment,5650,37,8240,Arresøvej,Risskov,1
boligzonen.dk,2023,apartment,5895,45,8270,Oddervej,Højbjerg,1
boligzonen.dk,2023,apartment,5400,34,8240,Kongevellen,Risskov,1
boligzonen.dk,2023,apartment,11325,80,8240,Brassøvej,Risskov,3
boligzonen.dk,2023,apartment,5100,29,8260,Christian X's Vej,Viby J,1
boligzonen.dk,2023,apartment,7600,73,8260,Onsholtvej,Viby J,3
boligzonen.dk,2023,apartment,8995,68,8200,Tulipanlunden,Aarhus N,3
boligzonen.dk,2023,apartment,5950,41,8240,Arresøvej,Risskov,1
boligzonen.dk,2023,apartment,8800,76,8240,Skejbyvej,Risskov,2
boligzonen.dk,2023,apartment,8300,46,8000,Trælastgade,Aarhus C,2
boligzonen.dk,2023,apartment,7999,55,8000,Gebauersgade,Aarhus C,2
boligzonen.dk,2023,apartment,27000,145,8000,Irma Pedersens Gade,Aarhus C,4
boligzonen.dk,2023,apartment,9495,61,8000,Dirch Passers Gade,Aarhus C,2
boligzonen.dk,2023,apartment,5950,34,8230,Søren Frichs Vej,Åbyhøj,1
boligzonen.dk,2023,apartment,7495,68,8260,Skanderborgvej,Viby J,2
boligzonen.dk,2023,apartment,8995,68,8200,Tulipanhaven,Aarhus N,3
boligzonen.dk,2023,apartment,6675,33,8200,Gøteborg Allé,Aarhus N,1
boligzonen.dk,2023,apartment,9112,89,8240,Engholms Alle,Risskov,2
boligzonen.dk,2023,apartment,10064,80,8200,Olof Palmes Allé,Aarhus N,3
boligzonen.dk,2023,apartment,9545,92,8200,Vistihøjen,Aarhus N,3
boligzonen.dk,2023,apartment,9560,74,8000,Sønder Allé,Aarhus C,2
boligzonen.dk,2023,apartment,5500,34,8240,Kongevellen,Risskov,1
boligzonen.dk,2023,apartment,6400,42,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,5800,37,8240,Brassøvej,Risskov,1
boligzonen.dk,2023,apartment,13375,113,8240,Tove Ditlevsens Gade,Risskov,4
boligzonen.dk,2023,apartment,9800,64,8200,Trøjborgvej,Aarhus N,3
boligzonen.dk,2023,apartment,9400,66,8200,Trøjborgvej,Aarhus N,3
boligzonen.dk,2023,apartment,8112,64,8200,Solsikkevænget,Aarhus N,2
boligzonen.dk,2023,apartment,10087,108,8200,LisbjergBakke,Aarhus N,4
boligzonen.dk,2023,apartment,11950,86,8000,Fiskergade,Aarhus C,3
boligzonen.dk,2023,apartment,7495,71,8240,Skejbyvej,Risskov,2
boligzonen.dk,2023,apartment,9850,69,8200,Olof Palmes Allé,Aarhus N,3
boligzonen.dk,2023,apartment,9600,61,8000,Borggade,Aarhus C,2
boligzonen.dk,2023,apartment,9077,78,8260,Engtoften,Viby J,3
boligzonen.dk,2023,apartment,6775,53,8240,Nordlandsvej,Risskov,2
boligzonen.dk,2023,apartment,6500,36,8200,Trøjborgvej,Aarhus N,1
boligzonen.dk,2023,apartment,9795,97,8240,Møllehatten,Risskov,3
boligzonen.dk,2023,apartment,5800,38,8240,Arresøvej,Risskov,1
boligzonen.dk,2023,apartment,8500,62,8230,Lokesvej,Åbyhøj,2
boligzonen.dk,2023,apartment,9400,75,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,10250,91,8260,Viby Torv,Viby J,3
boligzonen.dk,2023,apartment,7750,61,8240,Eya Jensens Gade,Risskov,3
boligzonen.dk,2023,apartment,6770,53,8240,Nordlandsvej,Risskov,2
boligzonen.dk,2023,apartment,7800,54,8260,Engtoften,Viby J,3
boligzonen.dk,2023,apartment,16450,133,8200,Olof Palmes Allé,Aarhus N,4
boligzonen.dk,2023,apartment,14000,60,8000,Helga Pedersens Gade,Aarhus C,1
boligzonen.dk,2023,apartment,7500,54,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,4995,33,8260,Engtoften,Viby J,1
boligzonen.dk,2023,apartment,9915,92,8000,Orla Lehmanns Allé,Aarhus C,3
boligzonen.dk,2023,apartment,12200,114,8260,Christian X´s Vej,Viby J,4
boligzonen.dk,2023,apartment,9395,92,8200,Vistihøjen,Aarhus N,3
boligzonen.dk,2023,apartment,9800,84,8000,Joh. Baunes Plads,Aarhus C,2
boligzonen.dk,2023,apartment,4950,31,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,9150,65,8000,Finderupvej,Aarhus C,2
boligzonen.dk,2023,apartment,7600,52,8240,Kongevellen,Risskov,2
boligzonen.dk,2023,apartment,5950,38,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,9662,85,8240,Doris Kæraas Gade,Risskov,4
boligzonen.dk,2023,apartment,7995,77,8270,Oddervej,Højbjerg,2
boligzonen.dk,2023,apartment,7745,69,8200,Vistihøjen,Aarhus N,2
boligzonen.dk,2023,apartment,8300,51,8230,Søren Frichs Vej,Åbyhøj,2
boligzonen.dk,2023,apartment,12500,128,8260,Engtoften,Viby J,4
boligzonen.dk,2023,apartment,6150,35,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,9900,90,8260,Christian X´s Vej,Viby J,3
boligzonen.dk,2023,apartment,7100,51,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,7195,50,8210,Vintervej,Aarhus V,2
boligzonen.dk,2023,apartment,7777,64,8240,Eya Jensens Gade,Risskov,2
boligzonen.dk,2023,apartment,9500,60,8200,Gøteborg Allé,Aarhus N,2
boligzonen.dk,2023,apartment,5600,37,8240,Arresøvej,Risskov,1
boligzonen.dk,2023,apartment,7600,73,8260,Onsholtvej,Viby J,3
boligzonen.dk,2023,apartment,10400,82,8000,Lundbyesgade,Aarhus C,3
boligzonen.dk,2023,apartment,5950,34,8230,Søren Frichs Vej,Åbyhøj,1
boligzonen.dk,2023,apartment,4900,29,8260,Christian X's Vej,Viby J,1
boligzonen.dk,2023,apartment,9100,73,8240,Vikærsvej,Risskov,3
boligzonen.dk,2023,apartment,9800,67,8000,Mejlgade,Aarhus C,2
boligzonen.dk,2023,apartment,10495,84,8000,Guldsmedgade,Aarhus C,2
boligzonen.dk,2023,apartment,9395,68,8000,Søren Frichs Vej,Aarhus C,2
boligzonen.dk,2023,apartment,7595,50,8240,Møllehatten,Risskov,2
boligzonen.dk,2023,apartment,16900,110,8000,Peter Sabroes Gade,Aarhus C,5
boligzonen.dk,2023,apartment,9895,90,8240,Brassøvej,Risskov,4
boligzonen.dk,2023,apartment,9545,92,8200,Vistihøjen,Aarhus N,3
boligzonen.dk,2023,apartment,9850,69,8200,Olof Palmes Allé,Aarhus N,3
boligzonen.dk,2023,apartment,8300,58,8000,Skanderborgvej,Aarhus C,2
boligzonen.dk,2023,apartment,7495,55,8200,Tulipanlunden,Aarhus N,3
boligzonen.dk,2023,apartment,7300,54,8240,Brassøvej,Risskov,2
boligzonen.dk,2023,apartment,16095,106,8000,Østergade,Aarhus C,3
boligzonen.dk,2023,apartment,7280,51,8240,Brassøvej,Risskov,2
boligzonen.dk,2023,apartment,5700,27,8260,Christian X's Vej,Viby J,1
boligzonen.dk,2023,apartment,8300,68,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,7049,56,8240,Engholms Alle,Risskov,2
boligzonen.dk,2023,apartment,4900,29,8260,Christian X's Vej,Viby J,1
boligzonen.dk,2023,apartment,5950,34,8230,Søren Frichs Vej,Åbyhøj,1
boligzonen.dk,2023,apartment,6975,52,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,14700,87,8000,Sonnesgade,Aarhus C,4
boligzonen.dk,2023,apartment,10295,97,8240,Møllehatten,Risskov,3
boligzonen.dk,2023,apartment,9995,84,8000,Skanderborgvej,Aarhus C,3
boligzonen.dk,2023,apartment,6500,40,8240,Arresøvej,Risskov,1
boligzonen.dk,2023,apartment,6200,37,8260,Christian X's Vej,Viby J,1
boligzonen.dk,2023,apartment,11250,91,8240,Harald Selmers Vej,Risskov,3
boligzonen.dk,2023,apartment,8749,59,8230,Sifsgade,Åbyhøj,2
boligzonen.dk,2023,apartment,9295,73,8200,Møllevangs Allé,Aarhus N,3
boligzonen.dk,2023,apartment,9195,64,8000,Guldsmedgade,Aarhus C,2
boligzonen.dk,2023,apartment,6700,36,8200,Trøjborgvej,Aarhus N,1
boligzonen.dk,2023,apartment,11400,94,8000,Assensgade,Aarhus C,3
boligzonen.dk,2023,apartment,5700,39,8240,Arresøvej,Risskov,1
boligzonen.dk,2023,apartment,5650,37,8240,Arresøvej,Risskov,1
boligzonen.dk,2023,apartment,5650,40,8240,Arresøvej,Risskov,1
boligzonen.dk,2023,apartment,6975,52,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,14550,128,8200,Gustav Holms Vej,Aarhus N,4
boligzonen.dk,2023,apartment,10695,97,8240,Broloftet,Risskov,4
boligzonen.dk,2023,apartment,7950,69,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,13995,93,8000,Kristine Nielsens Gade,Aarhus C,3
boligzonen.dk,2023,apartment,9800,68,8240,Kongevellen,Risskov,2
boligzonen.dk,2023,apartment,7995,60,8260,Skanderborgvej,Viby J,3
boligzonen.dk,2023,apartment,5950,41,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,5950,37,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,5750,37,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,7950,56,8230,Lokesvej,Åbyhøj,1
boligzonen.dk,2023,apartment,7600,76,8260,Onsholtvej,Viby J,3
boligzonen.dk,2023,apartment,5995,39,8240,Skejbygårdsvej,Risskov,1
boligzonen.dk,2023,apartment,6975,51,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,7195,50,8200,Tulipanhaven,Aarhus N,3
boligzonen.dk,2023,apartment,6800,47,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,15500,115,8000,Ceres Allé,Aarhus C,4
boligzonen.dk,2023,apartment,8250,79,8260,Engtoften,Viby J,3
boligzonen.dk,2023,apartment,9200,64,8000,Peter Sabroes Gade,Aarhus C,2
boligzonen.dk,2023,apartment,8995,72,8200,Tulipanlunden,Aarhus N,3
boligzonen.dk,2023,apartment,8300,63,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,5950,34,8230,Søren Frichs Vej,Åbyhøj,1
boligzonen.dk,2023,apartment,12700,114,8000,Ryesgade,Aarhus C,3
boligzonen.dk,2023,apartment,13450,89,8000,Søren Frichs Vej,Aarhus C,3
boligzonen.dk,2023,apartment,10670,108,8200,Solsikkevænget,Aarhus N,3
boligzonen.dk,2023,apartment,11945,92,8240,Ellen Jensens Gade,Risskov,3
boligzonen.dk,2023,apartment,6995,50,8210,Vintervej,Aarhus V,2
boligzonen.dk,2023,apartment,7895,63,8240,brassøvej,Risskov,3
boligzonen.dk,2023,room,13900,91,8000,Kirkegårdsvej,Aarhus C,2
boligzonen.dk,2023,apartment,10458,89,8240,Engholms Alle,Risskov,2
boligzonen.dk,2023,apartment,5950,34,8230,Søren Frichs Vej,Åbyhøj,1
boligzonen.dk,2023,apartment,6975,51,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,7100,51,8240,Tretommervej,Risskov,2
boligzonen.dk,2023,apartment,9395,71,8240,Møllehatten,Risskov,3
boligzonen.dk,2023,apartment,8395,65,8240,Møllehatten,Risskov,2
boligzonen.dk,2023,apartment,8800,75,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,9400,67,8200,Trøjborgvej,Aarhus N,3
boligzonen.dk,2023,apartment,11200,98,8240,Broloftet,Risskov,4
boligzonen.dk,2023,apartment,10261,111,8200,Jess Ingerslevs Gade,Aarhus N,3
boligzonen.dk,2023,apartment,15017,105,8240,Solbakken,Risskov,4
boligzonen.dk,2023,apartment,11700,95,8230,Bestlasgade,Åbyhøj,3
boligzonen.dk,2023,apartment,6820,61,8260,Onsholtvej,Viby J,2
boligzonen.dk,2023,apartment,7745,65,8200,Vistihøjen,Aarhus N,2
boligzonen.dk,2023,apartment,11900,91,8240,Harald Selmers Vej,Risskov,3
boligzonen.dk,2023,apartment,7887,64,8200,Tulipanlunden,Aarhus N,3
boligzonen.dk,2023,apartment,16500,136,8240,Erling Jacobsens Gade,Risskov,4
boligzonen.dk,2023,apartment,7500,49,8240,Kongevellen,Risskov,2
boligzonen.dk,2023,apartment,12995,85,8000,Sonnesgade,Aarhus C,4
boligzonen.dk,2023,apartment,7500,51,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,8300,64,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,9975,76,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,7100,51,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,7955,73,8260,Onsholtvej,Viby J,3
boligzonen.dk,2023,apartment,6200,43,8240,Brassøvej,Risskov,2
boligzonen.dk,2023,apartment,9800,64,8200,Trøjborgvej,Aarhus N,3
boligzonen.dk,2023,apartment,7495,72,8240,Skejbyvej,Risskov,2
boligzonen.dk,2023,apartment,6650,35,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,6700,39,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,6150,37,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,9193,74,8240,Eya Jensens Gade,Risskov,3
boligzonen.dk,2023,apartment,10695,100,8240,Broloftet,Risskov,4
boligzonen.dk,2023,apartment,7995,61,8240,Skejbygårdsvej,Risskov,2
boligzonen.dk,2023,apartment,11950,90,8240,Harald Selmers Vej,Risskov,3
boligzonen.dk,2023,apartment,5600,37,8240,Arresøvej,Risskov,1
boligzonen.dk,2023,apartment,5700,39,8240,Arresøvej,Risskov,1
boligzonen.dk,2023,apartment,10695,79,8000,Dirch Passers Gade,Aarhus C,2
boligzonen.dk,2023,apartment,6200,43,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,7700,51,8240,Bytoften,Risskov,1
boligzonen.dk,2023,apartment,7600,76,8260,Onsholtvej,Viby J,3
boligzonen.dk,2023,apartment,7700,62,8240,Tretommervej,Risskov,2
boligzonen.dk,2023,apartment,8300,68,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,6500,50,8240,Nordlandsvej,Risskov,2
boligzonen.dk,2023,apartment,10295,88,8200,Trøjborgvej,Aarhus N,3
boligzonen.dk,2023,apartment,9400,79,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,9975,78,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,8800,75,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,9800,85,8260,Engtoften,Viby J,3
boligzonen.dk,2023,apartment,6900,52,8240,Borresøvej,Risskov,2
boligzonen.dk,2023,apartment,9200,59,8000,Sonnesgade,Aarhus C,2
boligzonen.dk,2023,apartment,13550,87,8000,Sonnesgade,Aarhus C,4
boligzonen.dk,2023,apartment,7695,56,8240,Borresøvej,Risskov,2
boligzonen.dk,2023,apartment,12400,73,8000,Sonnesgade,Aarhus C,4
boligzonen.dk,2023,apartment,10995,98,8240,Broloftet,Risskov,4
boligzonen.dk,2023,apartment,5850,38,8240,Arresøvej,Risskov,1
boligzonen.dk,2023,apartment,11200,99,8240,Broloftet,Risskov,4
boligzonen.dk,2023,apartment,9300,76,8260,Engtoften,Viby J,2
boligzonen.dk,2023,apartment,8095,67,8240,Møllehatten,Risskov,2
boligzonen.dk,2023,apartment,7300,54,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,5300,34,8240,Kongevellen,Risskov,1
boligzonen.dk,2023,apartment,12695,85,8000,Sonnesgade,Aarhus C,4
boligzonen.dk,2023,apartment,9995,88,8260,Enghavevej,Viby J,3
boligzonen.dk,2023,apartment,8800,68,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,9700,68,8240,Kongevellen,Risskov,2
boligzonen.dk,2023,apartment,7200,49,8240,Kongevellen,Risskov,2
boligzonen.dk,2023,apartment,5600,34,8240,Kongevellen,Risskov,1
boligzonen.dk,2023,apartment,7300,56,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,11900,105,8230,Lokesvej,Åbyhøj,3
boligzonen.dk,2023,apartment,5950,35,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,4950,36,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,7300,54,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,7400,52,8240,Kongevellen,Risskov,2
boligzonen.dk,2023,apartment,6700,44,8240,Kongevellen,Risskov,2
boligzonen.dk,2023,apartment,8800,78,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,7100,51,8240,Arresøvej,Risskov,2
boligzonen.dk,2023,apartment,10895,82,8200,Olof Palmes Allé,Aarhus N,3
boligzonen.dk,2023,apartment,9300,73,8230,Lokesvej,Åbyhøj,2
boligzonen.dk,2023,apartment,9975,75,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,7200,50,8240,Kongevellen,Risskov,2
boligzonen.dk,2023,apartment,9200,68,8240,Kongevellen,Risskov,3
boligzonen.dk,2023,apartment,7500,49,8240,Kongevellen,Risskov,2
boligzonen.dk,2023,apartment,8500,54,8230,Søren Frichs Vej,Åbyhøj,2
boligzonen.dk,2023,apartment,16650,137,8240,Ellen Jensens Gade,Risskov,4
boligzonen.dk,2023,apartment,10456,73,8000,Langelandsgade,Aarhus C,3
boligzonen.dk,2023,apartment,5800,34,8240,Kongevellen,Risskov,1
boligzonen.dk,2023,apartment,7955,76,8260,Onsholtvej,Viby J,3
boligzonen.dk,2023,apartment,15500,111,8000,Thit Jensens Gade,Aarhus C,5
boligzonen.dk,2023,apartment,6650,48,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,5750,41,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,6150,38,8240,Vestre Strandallé,Risskov,1
boligzonen.dk,2023,apartment,8800,80,8240,Vikærsvej,Risskov,3
boligzonen.dk,2023,apartment,5700,34,8240,Kongevellen,Risskov,1
boligzonen.dk,2023,apartment,16300,136,8240,Ellen Jensens Gade,Risskov,4
boligzonen.dk,2023,apartment,7997,45,8000,Tage-Hansens Gade,Aarhus C,2
boligzonen.dk,2023,apartment,7345,52,8240,Brassøvej,Risskov,2
boligzonen.dk,2023,apartment,12779,113,8260,Christian X's Vej,Viby J,4
boligzonen.dk,2023,apartment,10710,104,8240,Kværnloftet,Risskov,3
boligzonen.dk,2023,apartment,8300,65,8240,Arresøvej,Risskov,3
boligzonen.dk,2023,apartment,8800,68,8240,Brassøvej,Risskov,3
boligzonen.dk,2023,apartment,12050,86,8000,Fiskergade,Aarhus C,3
boligzonen.dk,2023,apartment,8895,79,8240,Brassøvej,Risskov,3
boligzonen.dk,2023,apartment,9880,78,8230,Lokesvej,Åbyhøj,2
